,campaign_id,campaign_name,start_date,end_date,channel,impressions,clicks,spend,conversions,active,campaign_tag,season
1532,CMP-01533,Q1_BlackFriday_CMP-01533,2023-04-11,2023-11-13,TikTok,84441,3139,484926,263.0,False,TI,BlackFriday
1533,CMP-01534,Q4_Summer_CMP-01534,2023-09-30,2023-10-12,Google Ads,42786,812,153152,146.0,True,GO,Summer
1534,CMP-01535,Q2_Summer_CMP-01535,2023-09-04,2023-09-12,Instagram,95934,2614,452349,450.0,True,IN,Summer
1535,CMP-01536,Q2_Launch_CMP-01536,2023-10-04,2023-10-13,Instagram,7737,299,4015,25.0,False,IN,Launch
1536,CMP-01537,Q1_Summer_CMP-01537,2023-12-14,2023-12-26,Instagram,37062,1205,181607,96.0,True,IN,Summer
1537,CMP-01538,Q3_Winter_CMP-01538,2023-07-09,2023-08-08,Email,55237,1496,282664,235.0,False,EM,Winter
1538,CMP-01539,Q3_BlackFriday_CMP-01539,2023-08-08,2023-08-17,TikTok,52571,1211,173022,117.0,False,TI,BlackFriday
1539,CMP-01540,Q4_Launch_CMP-01540,2023-07-15,2023-07-31,Instagram,26510,1155,200648,110.0,False,IN,Launch
1540,CMP-01541,Q1_Winter_CMP-01541,2023-12-23,2023-12-29,Facebook,20426,321,49216,23.0,False,FA,Winter
1541,CMP-01542,Q4_Winter_CMP-01542,2023-05-11,2023-05-17,Instagram,38265,1040,138102,93.0,False,IN,Winter
1542,CMP-01543,Q2_Winter_CMP-01543,2023-02-12,2023-02-20,TikTok,18850,869,74974,99.0,False,TI,Winter
1543,CMP-01544,Q1_Winter_CMP-01544,2023-07-29,2023-08-26,Email,67150,2943,335207,470.0,False,EM,Winter
1544,CMP-01545,Q3_Winter_CMP-01545,2023-01-04,2023-01-23,Instagram,88312,2299,448676,,False,IN,Winter
1545,CMP-01546,Q1_BlackFriday_CMP-01546,2023-01-04,2023-01-25,Facebook,90613,3672,545897,364.0,False,FA,BlackFriday
1546,CMP-01547,Q2_Winter_CMP-01547,2023-06-11,2023-06-28,,75910,3258,43872,302.0,True,XX,Winter
1547,CMP-01548,Q3_Winter_CMP-01548,2023-08-07,2023-08-27,Facebook,53375,2431,461753,295.0,False,FA,Winter
1548,CMP-01549,Q1_Winter_CMP-01549,2023-10-02,2023-10-19,TikTok,36435,1157,159639,89.0,True,TI,Winter
1549,CMP-01550,Q2_Winter_CMP-01550,2023-05-22,2023-06-17,Facebook,97443,1771,228304,217.0,True,FA,Winter
1550,CMP-01551,Q4_Winter_CMP-01551,2023-04-15,2023-04-22,Google Ads,58132,1174,192415,182.0,True,INVALID,Winter
1551,CMP-01552,Q3_Summer_CMP-01552,2023-09-05,2023-10-03,Facebook,79945,1745,27379,95.0,True,FA,Summer
1552,CMP-01553,Q4_BlackFriday_CMP-01553,2023-09-05,2023-09-07,Facebook,83050,2803,221364,144.0,False,FA,BlackFriday
1553,CMP-01554,Q4_Launch_CMP-01554,2023-06-26,2023-07-09,Email,96402,1090,131559,66.0,True,EM,Launch
1554,CMP-01555,Q4_Launch_CMP-01555,2023-03-12,2023-03-24,TikTok,3983,141,17044,18.0,False,TI,Launch
1555,CMP-01556,Q3_Winter_CMP-01556,2023-04-28,2023-04-30,Google Ads,98241,2414,257655,430.0,True,GO,Winter
1556,CMP-01557,Q3_Summer_CMP-01557,2023-03-24,2023-04-18,TikTok,21662,472,60224,23.0,False,TI,Summer
1557,CMP-01558,Q1_BlackFriday_CMP-01558,2023-06-23,2023-07-01,Email,24510,1107,123946,,False,EM,BlackFriday
1558,CMP-01559,Q3_Winter_CMP-01559,2023-12-17,2023-12-20,Google Ads,79187,2248,179619,148.0,True,GO,Winter
1559,CMP-01560,Q1_Summer_CMP-01560,2023-11-22,2023-12-15,Google Ads,41998,579,-64764,102.0,True,GO,Summer
1560,CMP-01561,Q4_Winter_CMP-01561,2023-02-16,2023-03-18,Instagram,57846,2491,151556,304.0,False,IN,Winter
1561,CMP-01562,Q2_Launch_CMP-01562,2023-11-04,2023-12-04,TikTok,95071,1131,154232,168.0,True,TI,Launch
1562,CMP-01563,Q2_Winter_CMP-01563,2023-04-24,2023-04-27,Facebook,7640,298,53058,37.0,False,FA,Winter
1563,CMP-01564,Q4_Winter_CMP-01564,2023-07-16,2023-08-05,Google Ads,45547,1865,296149,226.0,True,GO,Winter
1564,CMP-01565,Q4_Launch_CMP-01565,2023-12-02,2023-12-25,Facebook,55620,1340,139439,234.0,False,FA,Launch
1565,CMP-01566,Q2_Winter_CMP-01566,2023-02-11,2023-11-20,TikTok,16317,701,44206,114.0,False,TI,Winter
1566,CMP-01567,Q3_Summer_CMP-01567,2023-03-31,2023-04-02,Insta_gram,8564,262,21044,32.0,False,IN,Summer
1567,CMP-01568,Q2_BlackFriday_CMP-01568,2023-04-14,2023-04-23,Facebook,28345,808,106513,53.0,True,FA,BlackFriday
1568,CMP-01569,Q2_Launch_CMP-01569,2023-09-23,2023-09-26,Google Ads,95223,1125,91191,75.0,True,GO,Launch
1569,CMP-01570,Q1_Winter_CMP-01570,2023-11-03,2023-11-20,Instagram,80273,1733,228056,295.0,False,IN,Winter
1570,CMP-01571,Q2_Launch_CMP-01571,2023-11-11,2023-12-11,Email,75859,3583,303623,,False,EM,Launch
1571,CMP-01572,Q2_BlackFriday_CMP-01572,2023-05-03,2023-05-12,TikTok,81765,2099,372234,,False,TI,BlackFriday
1572,CMP-01573,Q3_Summer_CMP-01573,2023-02-14,2023-03-01,Insta_gram,75038,2391,262031,363.0,True,IN,Summer
1573,CMP-01574,Q1_BlackFriday_CMP-01574,2023-06-30,2023-07-05,Google Ads,53393,1670,14501,,False,GO,BlackFriday
1574,CMP-01575,Q1_Launch_CMP-01575,2023-04-13,2023-04-23,Google Ads,67081,2255,387519,325.0,False,GO,Launch
1575,CMP-01576,Q2_Launch_CMP-01576,2023-02-05,2023-02-10,Google Ads,30430,378,38339,62.0,True,GO,Launch
1576,CMP-01577,Q3_Summer_CMP-01577,2023-10-14,2023-11-11,Instagram,76532,1874,125039,308.0,True,IN,Summer
1577,CMP-01578,Q4_Winter_CMP-01578,2023-05-22,2023-06-05,TikTok,28788,1120,151829,115.0,False,TI,Winter
1578,CMP-01579,Q1_BlackFriday_CMP-01579,2023-08-21,2023-08-30,Facebook,96505,1739,238651,158.0,False,FA,BlackFriday
1579,CMP-01580,Q3_Summer_CMP-01580,2023-05-14,2023-06-11,TikTok,49543,898,14117,,True,TI,Summer
1580,CMP-01581,Q4_BlackFriday_CMP-01581,2023-10-14,2023-11-13,Facebook,14919,155,13335,16.0,False,FA,BlackFriday
1581,CMP-01582,Q1_Launch_CMP-01582,2023-05-31,2023-06-06,Google Ads,70346,1934,225438,358.0,True,GO,Launch
1582,CMP-01583,Q4_Winter_CMP-01583,2023-09-20,2023-09-28,Instagram,97122,4400,406363,265.0,False,IN,Winter
1583,CMP-01584,Q4_BlackFriday_CMP-01584,2023-10-22,2023-11-05,Email,40974,494,30699,29.0,True,EM,BlackFriday
1584,CMP-01585,Q2_Summer_CMP-01585,2023-07-13,2023-07-23,Email,17371,306,55537,57.0,False,E-,Summer
1585,CMP-01586,Q1_BlackFriday_CMP-01586,2023-06-23,2023-06-29,TikTok,46084,1032,164429,151.0,False,TI,BlackFriday
1586,CMP-01587,Q2_Launch_CMP-01587,2023-08-24,2023-09-10,Google Ads,30629,1202,114454,,True,GO,Launch
1587,CMP-01588,Q4_Launch_CMP-01588,2023-09-04,2023-10-04,Email,52184,1859,260085,303.0,True,EM,Launch
1588,CMP-01589,Q1_Summer_CMP-01589,2023-11-21,2023-11-29,TikTok,62916,1675,134318,252.0,False,TI,Summer
1589,CMP-01590,Q3_BlackFriday_CMP-01590,2023-12-26,2024-01-23,TikTok,74972,3026,555378,392.0,True,TI,BlackFriday
1590,CMP-01591,Q3_BlackFriday_CMP-01591,2023-06-30,2023-07-03,TikTok,63187,2172,146036,140.0,True,TI,BlackFriday
1591,CMP-01592,Q4_BlackFriday_CMP-01592,2023-05-15,2023-06-04,,13984,641,32419,110.0,False,XX,BlackFriday
1592,CMP-01593,Q3_Summer_CMP-01593,2023-12-11,2023-12-13,Instagram,34039,1454,182188,261.0,True,IN,Summer
1593,CMP-01594,Q1_Summer_CMP-01594,2023-10-11,2023-10-30,Facebook,86431,1738,238921,,False,FA,Summer
1594,CMP-01595,Q4_Winter_CMP-01595,2023-07-01,2023-07-22,Facebook,84691,1766,241668,313.0,True,FA,Winter
1595,CMP-01596,Q4_Winter_CMP-01596,2023-04-04,2023-04-30,Google Ads,59606,894,5201,162.0,False,GO,Winter
1596,CMP-01597,Q4_BlackFriday_CMP-01597,2023-04-08,2023-05-04,Google Ads,11616,272,26413,36.0,False,GO,BlackFriday
1597,CMP-01598,Q1_Launch_CMP-01598,2023-05-04,2023-06-01,Google Ads,51072,2552,318693,378.0,True,GO,Launch
1598,CMP-01599,Q4_Launch_CMP-01599,2023-04-14,2023-05-12,Facebook,25574,670,55266,,False,FA,Launch
1599,CMP-01600,Q1_Summer_CMP-01600,2023-07-02,2023-07-26,Email,4430,83,15014,7.0,False,EM,Summer
1600,CMP-01601,Q1_Summer_CMP-01601,2023-02-10,2023-02-16,TikTok,13676,553,34876,87.0,False,TI,Summer
1601,CMP-01602,Q1_Winter_CMP-01602,2023-11-11,2023-11-21,Google Ads,11816,374,46042,67.0,False,GO,Winter
1602,CMP-01603,Q3_Launch_CMP-01603,2023-10-05,2023-10-23,Email,33733,539,82851,79.0,True,EM,Launch
1603,CMP-01604,Q4_Summer_CMP-01604,2023-07-10,2023-07-26,Email,86680,2186,195128,277.0,False,EM,Summer
1604,CMP-01605,Q3_Launch_CMP-01605,2023-10-22,2023-11-05,Google Ads,3050,81,11635,,False,GO,Launch
1605,CMP-01606,Q4_Summer_CMP-01606,2023-09-19,2023-10-18,TikTok,34933,1402,24452,81.0,False,TI,Summer
1606,CMP-01607,Q4_Launch_CMP-01607,2023-10-23,2023-10-29,Email,25951,280,21994,32.0,True,EM,Launch
1607,CMP-01608,Q1_Winter_CMP-01608,2023-08-05,2023-08-13,TikTok,33413,693,129995,39.0,True,TI,Winter
1608,CMP-01609,Q2_Summer_CMP-01609,2023-09-15,2023-09-16,Instagram,35801,1099,146204,148.0,True,IN,Summer
1609,CMP-01610,Q3_Summer_CMP-01610,2023-03-31,2023-04-26,Google Ads,56619,1175,11149,126.0,True,GO,Summer
1610,CMP-01611,Q3_Launch_CMP-01611,2023-09-23,2023-09-30,Facebook,33913,1191,136523,194.0,True,FA,Launch
1611,CMP-01612,Q1_Launch_CMP-01612,2023-01-07,2023-01-27,Email,41600,1217,117841,116.0,True,EM,Launch
1612,CMP-01613,Q3_BlackFriday_CMP-01613,2023-02-21,2023-03-16,Facebook,58775,1438,228306,199.0,False,FA,BlackFriday
1613,CMP-01614,Q3_BlackFriday_CMP-01614,2023-05-13,2023-05-16,Instagram,91816,4404,746236,575.0,True,IN,BlackFriday
1614,CMP-01615,Q2_BlackFriday_CMP-01615,2023-05-18,2023-05-21,TikTok,91093,3214,562259,162.0,True,INVALID,BlackFriday
1615,CMP-01616,Q4_Summer_CMP-01616,2023-07-07,2023-08-01,,36400,553,109419,33.0,False,XX,Summer
1616,CMP-01617,Q3_Launch_CMP-01617,2023-08-03,2023-08-07,Email,5494,178,30027,16.0,True,INVALID,Launch
1617,CMP-01618,Q3_Winter_CMP-01618,2023-07-25,2023-08-03,,81688,3367,472079,613.0,True,XX,Winter
1618,CMP-01619,Q2_BlackFriday_CMP-01619,2023-03-09,2023-04-05,Google Ads,90431,3467,349762,249.0,True,GO,BlackFriday
1619,CMP-01620,Q4_BlackFriday_CMP-01620,2023-02-21,2023-03-19,Instagram,75691,1277,168167,200.0,False,IN,BlackFriday
1620,CMP-01621,Q2_Launch_CMP-01621,2023-10-12,2023-10-18,Email,98419,4812,270243,943.0,False,EM,Launch
1621,CMP-01622,Q1_BlackFriday_CMP-01622,2023-03-16,2023-04-03,Facebook,44001,1229,198759,207.0,False,FA,BlackFriday
1622,CMP-01623,Q3_Winter_CMP-01623,2023-08-31,2023-09-04,Email,68364,1118,130687,96.0,True,EM,Winter
1623,CMP-01624,Q3_BlackFriday_CMP-01624,2023-09-13,2023-10-08,Google Ads,46028,792,41979,147.0,True,GO,BlackFriday
1624,CMP-01625,Q1_Summer_CMP-01625,2023-11-19,2023-12-04,Google Ads,98659,1374,81583,87.0,False,GO,Summer
1625,CMP-01626,Q4_BlackFriday_CMP-01626,2023-09-07,2023-09-25,TikTok,38573,1625,175695,,False,TI,BlackFriday
1626,CMP-01627,Q4_Winter_CMP-01627,2023-10-18,2023-11-12,Instagram,1806,26,3575,4.0,False,IN,Winter
1627,CMP-01628,Q4_Winter_CMP-01628,2023-02-20,2023-03-04,Instagram,57638,864,103361,126.0,False,IN,Winter
1628,CMP-01629,Q3_Launch_CMP-01629,2023-05-11,2023-06-04,Facebook,30757,1353,193318,151.0,False,FA,Launch
1629,CMP-01630,Q3_BlackFriday_CMP-01630,2023-08-19,2023-08-25,Google Ads,35636,847,103371,79.0,True,GO,BlackFriday
1630,CMP-01631,Q4_BlackFriday_CMP-01631,2023-07-04,2023-07-09,Facebook,81097,911,135972,96.0,False,INVALID,BlackFriday
1631,CMP-01632,Q2_Winter_CMP-01632,2023-05-12,2023-05-30,Email,49280,595,49307,75.0,False,EM,Winter
1632,CMP-01633,Q3_Summer_CMP-01633,2023-06-29,2023-07-29,Instagram,25262,396,26503,38.0,True,IN,Summer
1633,CMP-01634,Q1_Winter_CMP-01634,2023-04-12,2023-05-12,,81435,1509,210453,294.0,False,XX,Winter
1634,CMP-01635,Q3_BlackFriday_CMP-01635,2023-10-03,2023-10-11,Google Ads,63211,2313,283813,439.0,True,GO,BlackFriday
1635,CMP-01636,Q2_Launch_CMP-01636,2023-07-01,2023-07-27,Instagram,55842,909,49113,164.0,False,INVALID,Launch
1636,CMP-01637,Q1_Winter_CMP-01637,2023-08-17,2023-08-18,Instagram,57979,855,91547,96.0,True,IN,Winter
1637,CMP-01638,Q1_Summer_CMP-01638,2023-05-27,2023-06-07,,82470,3347,22063,514.0,True,XX,Summer
1638,CMP-01639,Q4_BlackFriday_CMP-01639,2023-03-27,2023-04-24,Instagram,39197,1444,187292,267.0,False,INVALID,BlackFriday
1639,CMP-01640,Q2_BlackFriday_CMP-01640,2023-08-04,2023-08-10,TikTok,42844,1174,128396,208.0,False,TI,BlackFriday
1640,CMP-01641,Q3_Launch_CMP-01641,2023-06-02,2023-07-02,Instagram,65754,2102,298427,235.0,False,IN,Launch
1641,CMP-01642,Q2_Launch_CMP-01642,2023-06-25,2023-07-04,Email,35157,790,134964,,True,INVALID,Launch
1642,CMP-01643,Q1_BlackFriday_CMP-01643,2023-05-30,2023-06-16,TikTok,78129,2289,217341,140.0,True,TI,BlackFriday
1643,CMP-01644,Q1_BlackFriday_CMP-01644,2023-07-22,2023-08-18,Google Ads,41042,1242,24134,169.0,True,GO,BlackFriday
1644,CMP-01645,Q2_Launch_CMP-01645,2023-07-05,2023-07-06,TikTok,62665,1597,208161,233.0,False,TI,Launch
1645,CMP-01646,Q1_Winter_CMP-01646,2023-08-19,2023-09-05,Google Ads,83856,3879,553703,688.0,False,INVALID,Winter
1646,CMP-01647,Q2_BlackFriday_CMP-01647,2023-01-12,2023-01-29,Instagram,28376,301,45782,28.0,True,IN,BlackFriday
1647,CMP-01648,Q1_Launch_CMP-01648,2023-05-09,2023-06-07,Email,56554,2334,350123,175.0,False,EM,Launch
1648,CMP-01649,Q2_Winter_CMP-01649,2023-02-10,2023-02-12,Instagram,15199,227,28749,24.0,False,IN,Winter
1649,CMP-01650,Q2_Winter_CMP-01650,2023-02-18,2023-03-03,Email,82412,3453,394728,355.0,False,EM,Winter
1650,CMP-01651,Q4_Winter_CMP-01651,2023-08-31,2023-09-05,Facebook,51948,1799,104463,125.0,True,FA,Winter
1651,CMP-01652,Q2_Summer_CMP-01652,2023-07-23,2023-07-29,Google Ads,74781,3270,174333,493.0,False,GO,Summer
1652,CMP-01653,Q3_Winter_CMP-01653,2023-02-23,2023-02-25,Instagram,73750,1025,106287,129.0,True,IN,Winter
1653,CMP-01654,Q1_Launch_CMP-01654,2023-12-02,2023-12-18,TikTok,67262,2176,217707,344.0,False,TI,Launch
1654,CMP-01655,Q4_Launch_CMP-01655,2023-04-28,2023-05-03,Google Ads,47600,1430,154661,147.0,True,INVALID,Launch
1655,CMP-01656,Q2_Launch_CMP-01656,2023-11-17,2023-12-15,Instagram,77898,2979,21078,294.0,False,IN,Launch
1656,CMP-01657,Q2_Launch_CMP-01657,2023-03-29,2023-04-03,Instagram,63483,1991,320004,,True,IN,Launch
1657,CMP-01658,Q4_BlackFriday_CMP-01658,2023-12-06,2023-12-14,Facebook,19297,610,108912,,False,FA,BlackFriday
1658,CMP-01659,Q3_BlackFriday_CMP-01659,2023-09-01,2023-09-29,Email,31448,854,162949,47.0,True,EM,BlackFriday
1659,CMP-01660,Q4_BlackFriday_CMP-01660,2023-05-20,2023-06-09,,27172,607,7518,103.0,False,XX,BlackFriday
1660,CMP-01661,Q3_Winter_CMP-01661,2023-12-24,2024-01-20,TikTok,43874,1285,199342,135.0,False,TI,Winter
1661,CMP-01662,Q3_BlackFriday_CMP-01662,2023-08-22,2023-09-03,Instagram,8657,127,22648,22.0,False,IN,BlackFriday
1662,CMP-01663,Q1_Winter_CMP-01663,2023-10-16,2023-11-04,Facebook,85386,4137,466421,704.0,True,FA,Winter
1663,CMP-01664,Q3_Winter_CMP-01664,2023-10-01,2023-10-27,TikTok,26425,1019,98244,104.0,False,TI,Winter
1664,CMP-01665,Q2_Summer_CMP-01665,2023-10-04,2023-11-03,Facebook,27685,1331,253567,205.0,False,FA,Summer
1665,CMP-01666,Q4_BlackFriday_CMP-01666,2023-06-07,2023-06-22,Email,25578,487,6202,36.0,True,EM,BlackFriday
1666,CMP-01667,Q1_Winter_CMP-01667,2023-05-06,2023-06-05,Email,29831,1347,16782,248.0,False,EM,Winter
1667,CMP-01668,Q3_Winter_CMP-01668,2023-09-25,2023-10-10,Instagram,8906,377,28939,41.0,False,IN,Winter
1668,CMP-01669,Q4_BlackFriday_CMP-01669,2023-06-26,2023-07-02,TikTok,62413,2314,153241,273.0,True,TI,BlackFriday
1669,CMP-01670,Q1_Launch_CMP-01670,2023-12-19,2024-01-11,Facebook,55028,1926,339585,300.0,False,FA,Launch
1670,CMP-01671,Q4_Launch_CMP-01671,2023-09-02,2023-09-06,TikTok,8287,187,26576,32.0,False,TI,Launch
1671,CMP-01672,Q4_Summer_CMP-01672,2023-05-30,2023-06-22,Email,34660,1478,146135,126.0,False,EM,Summer
1672,CMP-01673,Q2_Summer_CMP-01673,2023-10-08,2023-10-16,TikTok,76758,2307,18170,344.0,True,TI,Summer
1673,CMP-01674,Q4_Summer_CMP-01674,2023-10-15,2023-10-21,Facebook,61504,789,105193,85.0,True,INVALID,Summer
1674,CMP-01675,Q3_Launch_CMP-01675,2023-11-27,2023-12-18,TikTok,60720,1367,188083,143.0,True,TI,Launch
1675,CMP-01676,Q2_Summer_CMP-01676,2023-05-15,2023-06-04,TikTok,35701,1692,137135,259.0,True,TI,Summer
1676,CMP-01677,Q3_Summer_CMP-01677,2023-11-17,2023-12-12,Facebook,84300,3711,659485,401.0,True,FA,Summer
1677,CMP-01678,Q3_BlackFriday_CMP-01678,2023-11-10,2023-11-12,Facebook,18674,920,57628,93.0,False,FA,BlackFriday
1678,CMP-01679,Q1_Launch_CMP-01679,2023-05-26,2023-05-29,Email,84560,2969,307036,520.0,False,EM,Launch
1679,CMP-01680,Q4_Winter_CMP-01680,2023-05-18,2023-05-31,Email,24874,495,75269,32.0,True,EM,Winter
1680,CMP-01681,Q4_Winter_CMP-01681,2023-04-04,2023-04-09,Email,44642,737,67154,111.0,True,EM,Winter
1681,CMP-01682,Q4_BlackFriday_CMP-01682,2023-08-22,2023-08-23,Facebook,98820,1727,300759,150.0,False,FA,BlackFriday
1682,CMP-01683,Q3_BlackFriday_CMP-01683,2023-11-15,2023-11-25,Instagram,66160,713,114779,37.0,True,IN,BlackFriday
1683,CMP-01684,Q2_Launch_CMP-01684,2023-03-19,2023-04-03,TikTok,18602,476,80136,35.0,False,TI,Launch
1684,CMP-01685,Q2_BlackFriday_CMP-01685,2023-01-10,2023-10-18,Instagram,89801,1585,107568,223.0,True,IN,BlackFriday
1685,CMP-01686,Q1_Summer_CMP-01686,2023-02-22,2023-03-20,Facebook,26931,712,5061,,False,FA,Summer
1686,CMP-01687,Q3_Summer_CMP-01687,2023-08-13,2023-08-29,Email,95377,4520,420229,240.0,True,INVALID,Summer
1687,CMP-01688,Q1_Summer_CMP-01688,2023-03-19,2023-04-10,Facebook,30192,821,104851,45.0,True,FA,Summer
1688,CMP-01689,Q4_Winter_CMP-01689,2023-04-22,2023-05-17,Email,47542,2145,347924,397.0,True,EM,Winter
1689,CMP-01690,Q2_Winter_CMP-01690,2023-09-13,2023-09-26,Email,43520,1489,261289,90.0,True,EM,Winter
1690,CMP-01691,Q2_Winter_CMP-01691,2023-01-17,2023-02-04,Email,65772,1307,203435,240.0,True,EM,Winter
1691,CMP-01692,Q1_Launch_CMP-01692,2023-03-16,2023-04-03,Email,59762,1448,274091,,True,EM,Launch
1692,CMP-01693,Q1_BlackFriday_CMP-01693,2023-07-20,2023-08-13,Facebook,51106,682,109673,109.0,True,FA,BlackFriday
1693,CMP-01694,Q1_Summer_CMP-01694,2023-08-29,2023-09-11,Instagram,82121,1916,183821,184.0,False,IN,Summer
1694,CMP-01695,Q4_Launch_CMP-01695,2023-05-09,2023-06-07,Facebook,26559,985,88416,176.0,True,FA,Launch
1695,CMP-01696,Q4_Launch_CMP-01696,2023-03-04,2023-03-21,Email,34742,447,6903,69.0,True,INVALID,Launch
1696,CMP-01697,Q4_Winter_CMP-01697,2023-07-17,2023-08-01,Facebook,70669,1287,101584,141.0,False,FA,Winter
1697,CMP-01698,Q3_Winter_CMP-01698,2023-01-18,2023-02-08,Google Ads,81199,2050,13101,125.0,False,GO,Winter
1698,CMP-01699,Q1_BlackFriday_CMP-01699,2023-02-18,2023-03-07,Instagram,22754,1121,145543,179.0,False,IN,BlackFriday
1699,CMP-01700,Q3_Winter_CMP-01700,2023-08-31,2023-09-12,Instagram,4972,205,35515,29.0,False,IN,Winter
1700,CMP-01701,Q4_BlackFriday_CMP-01701,2023-06-15,2023-07-11,Google Ads,71831,2825,18421,142.0,True,GO,BlackFriday
1701,CMP-01702,Q4_Summer_CMP-01702,2023-10-09,2023-10-29,Facebook,42873,627,-105827,32.0,False,FA,Summer
1702,CMP-01703,Q2_BlackFriday_CMP-01703,2023-11-23,2023-12-12,Facebook,95661,3945,677498,675.0,False,FA,BlackFriday
1703,CMP-01704,Q4_Winter_CMP-01704,2023-01-27,2023-02-19,Google Ads,10903,451,55176,40.0,False,GO,Winter
1704,CMP-01705,Q2_BlackFriday_CMP-01705,2023-02-27,2023-03-26,Instagram,4020,136,7969,19.0,False,IN,BlackFriday
1705,CMP-01706,Q1_BlackFriday_CMP-01706,2023-01-08,2023-02-01,Facebook,42755,2121,161596,250.0,False,FA,BlackFriday
1706,CMP-01707,Q4_Summer_CMP-01707,2023-03-03,2023-03-16,Facebook,86956,2000,312228,359.0,False,FA,Summer
1707,CMP-01708,Q3_Summer_CMP-01708,2023-01-22,2023-02-16,Email,87988,4192,657166,786.0,True,EM,Summer
1708,CMP-01709,Q1_Summer_CMP-01709,2023-12-19,2023-12-28,Google Ads,46648,2173,401469,433.0,True,GO,Summer
1709,CMP-01710,Q3_Summer_CMP-01710,2023-02-15,2023-03-04,TikTok,10516,109,14977,7.0,False,TI,Summer
1710,CMP-01711,Q2_Summer_CMP-01711,2023-12-18,2024-01-17,TikTok,3396,95,-6519,17.0,True,INVALID,Summer
1711,CMP-01712,Q1_Summer_CMP-01712,2023-11-17,2023-12-01,Email,85082,4176,284854,,False,EM,Summer
1712,CMP-01713,Q3_Launch_CMP-01713,2023-07-02,2023-07-08,Google Ads,20129,284,4492,39.0,False,GO,Launch
1713,CMP-01714,Q3_Summer_CMP-01714,2023-02-24,2023-03-13,Email,2591,82,6361,10.0,True,EM,Summer
1714,CMP-01715,Q3_Summer_CMP-01715,2023-10-13,2023-11-10,Facebook,12303,604,59952,31.0,True,FA,Summer
1715,CMP-01716,Q2_Winter_CMP-01716,2023-08-13,2023-08-29,Facebook,31561,1016,125051,,False,FA,Winter
1716,CMP-01717,Q4_Winter_CMP-01717,2023-07-13,2023-07-18,Instagram,72719,1279,68701,78.0,True,IN,Winter
1717,CMP-01718,Q2_BlackFriday_CMP-01718,2023-01-21,2023-02-16,Instagram,93108,3099,270614,474.0,True,IN,BlackFriday
1718,CMP-01719,Q1_Winter_CMP-01719,2023-05-31,2023-06-02,Email,87231,1585,820312,265.0,False,EM,Winter
1719,CMP-01720,Q3_Winter_CMP-01720,2023-10-18,2023-10-25,Email,8314,255,23446,43.0,False,EM,Winter
1720,CMP-01721,Q4_Winter_CMP-01721,2023-08-28,2023-08-31,Instagram,20623,267,18812,18.0,True,IN,Winter
1721,CMP-01722,Q2_Launch_CMP-01722,2023-10-11,2023-10-31,TikTok,68675,2350,374124,275.0,False,TI,Launch
1722,CMP-01723,Q1_Summer_CMP-01723,2023-08-19,2023-08-31,Google Ads,97826,3000,515916,523.0,False,GO,Summer
1723,CMP-01724,Q1_BlackFriday_CMP-01724,2023-07-07,2023-08-03,Instagram,66082,2617,231923,249.0,True,IN,BlackFriday
1724,CMP-01725,Q3_Summer_CMP-01725,2023-09-17,2023-09-27,Facebook,84624,2981,495332,358.0,False,FA,Summer
1725,CMP-01726,Q3_Winter_CMP-01726,2023-01-10,2023-01-14,TikTok,34130,1091,117646,99.0,False,TI,Winter
1726,CMP-01727,Q2_Summer_CMP-01727,2023-11-14,2023-12-04,Instagram,52756,1983,249864,237.0,True,IN,Summer
1727,CMP-01728,Q4_Winter_CMP-01728,2023-12-04,2024-01-02,Facebook,98624,1554,277234,284.0,False,FA,Winter
1728,CMP-01729,Q2_BlackFriday_CMP-01729,2023-04-08,2023-04-22,Google Ads,27292,922,149819,109.0,True,GO,BlackFriday
1729,CMP-01730,Q4_Launch_CMP-01730,2023-10-10,2023-10-23,Instagram,87206,1472,25137,196.0,False,IN,Launch
1730,CMP-01731,Q4_Summer_CMP-01731,2023-07-29,2023-08-11,Email,70274,3304,23302,365.0,True,EM,Summer
1731,CMP-01732,Q1_BlackFriday_CMP-01732,2023-09-25,2023-10-05,Email,3469,44,266,5.0,False,EM,BlackFriday
1732,CMP-01733,Q2_BlackFriday_CMP-01733,2023-03-08,2023-08-15,TikTok,54947,1495,275096,78.0,False,TI,BlackFriday
1733,CMP-01734,Q2_Winter_CMP-01734,2023-02-24,2023-02-25,Google Ads,23534,890,96276,82.0,True,GO,Winter
1734,CMP-01735,Q4_Winter_CMP-01735,2023-10-20,2023-10-31,TikTok,64620,1830,170523,211.0,False,TI,Winter
1735,CMP-01736,Q4_Summer_CMP-01736,2023-09-08,2023-09-24,Email,49874,682,108236,98.0,True,EM,Summer
1736,CMP-01737,Q3_Summer_CMP-01737,2023-12-05,2024-01-04,Google Ads,50708,1629,285828,191.0,False,GO,Summer
1737,CMP-01738,Q4_Summer_CMP-01738,2023-04-24,2023-05-19,Facebook,75553,2694,483232,271.0,True,INVALID,Summer
1738,CMP-01739,Q1_BlackFriday_CMP-01739,2023-04-17,2023-04-18,TikTok,69344,2645,257622,286.0,True,TI,BlackFriday
1739,CMP-01740,Q4_Winter_CMP-01740,2023-02-10,2023-02-17,Facebook,50138,1249,222112,107.0,False,FA,Winter
